Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SaleCondition,SalePrice
BrkSide,1Story,1,1946,1950,GasA,N,334,0,334,1,1,1,2,0,0,Normal,39300
Gilbert,2Story,8,2004,2004,GasA,Y,707,707,1414,2,3,1,6,1,403,Normal,178000
Edwards,2Story,5,1910,1991,GasA,Y,820,527,1347,1,3,1,5,0,0,Normal,107500
CollgCr,2Story,7,1998,1999,GasA,Y,880,844,1724,2,3,1,8,0,527,Normal,188000
NAmes,1Story,4,1972,1972,GasA,Y,864,0,864,1,3,1,5,0,576,Normal,111250
Sawyer,1Story,5,1968,1968,GasA,Y,1159,0,1159,1,3,1,7,1,336,Normal,158000
CollgCr,1Story,8,2001,2002,GasA,Y,1601,0,1601,2,3,1,6,1,670,Normal,272000
Timber,1Story,9,2006,2006,GasA,Y,1838,0,1838,2,2,1,8,1,765,Normal,315000
NoRidge,2Story,8,2000,2000,GasA,Y,997,1288,2285,2,4,1,8,1,648,Normal,248000
NWAmes,1Story,7,1998,1999,GasA,Y,1680,0,1680,2,3,1,7,1,583,Normal,213250
NAmes,SFoyer,7,1998,1998,GasA,Y,767,0,767,1,1,1,4,0,367,Normal,133000
Gilbert,2Story,7,2006,2006,GasA,Y,664,832,1496,2,3,1,7,1,426,Partial,179665
NWAmes,1.5Fin,7,1988,1988,GasA,Y,1377,806,2183,2,4,1,9,0,786,Normal,229000
BrkSide,1.5Fin,6,1923,1950,GasA,Y,915,720,1635,1,3,1,6,1,440,Normal,210000
Mitchel,SFoyer,5,1970,1970,GasA,Y,768,0,768,1,2,1,5,0,624,Normal,129500
OldTown,1Story,5,1955,1995,GasA,Y,825,0,825,1,2,1,4,0,720,Normal,125000
Somerst,2Story,7,2003,2004,GasA,Y,912,1182,2094,2,4,1,8,1,615,Normal,263000
NPkVill,1Story,6,1977,1977,GasA,Y,1069,0,1069,2,2,1,4,0,440,Abnorml,140000
OldTown,1Story,5,1957,1957,GasA,Y,928,0,928,1,3,1,5,0,288,Normal,112500
NridgHt,1Story,8,2006,2006,GasA,Y,1717,0,1717,2,3,1,7,1,908,Normal,255500
Edwards,1Story,4,1949,2003,GasA,Y,1126,0,1126,2,2,1,5,0,520,Normal,108000
NridgHt,2Story,7,2003,2004,GasA,Y,1006,1040,2046,2,3,1,8,1,871,Normal,284000
BrkSide,1.5Unf,5,1922,1950,GasA,Y,1048,0,1048,1,2,1,5,1,280,Normal,113000
NAmes,1Story,5,1957,1957,GasA,Y,1092,0,1092,1,2,1,6,1,299,Normal,141000
IDOTRR,1.5Fin,4,1920,1950,GasA,Y,897,439,1336,1,3,1,7,0,570,Normal,108000
Gilbert,2Story,7,1996,1997,GasA,Y,729,717,1446,2,3,1,6,1,406,Normal,175000
Blmngtn,1Story,7,2003,2004,GasA,Y,1557,0,1557,2,2,1,7,1,420,Normal,234000
Sawyer,1Story,5,1957,1996,GasA,Y,1392,0,1392,1,3,1,5,1,528,Normal,121500
Mitchel,1Story,5,1974,1975,GasA,Y,1389,0,1389,1,2,1,6,1,418,Normal,170000
Edwards,1Story,5,1940,1969,GasA,Y,996,0,996,1,3,1,6,1,0,Normal,108000
Edwards,1.5Fin,6,1918,1950,GasA,Y,1163,511,1674,2,4,1,8,1,396,Normal,185000
NoRidge,2Story,7,1992,2000,GasA,Y,1166,1129,2295,2,4,1,9,1,590,Normal,268000
SWISU,2Story,6,1915,1950,GasA,N,841,806,1647,1,4,1,6,0,216,Normal,128000
StoneBr,2Story,9,2005,2007,GasA,Y,1134,1370,2504,2,4,1,11,1,656,Normal,325000
NridgHt,1Story,7,2004,2004,GasA,Y,1535,0,1535,2,3,1,7,0,532,Normal,214000
SawyerW,1.5Fin,8,1983,2009,GasA,Y,1496,636,2132,1,1,1,5,1,612,Normal,316600
NAmes,SFoyer,5,1979,1979,GasA,Y,943,0,943,1,2,1,4,2,600,Normal,135960
NAmes,1Story,5,1965,1965,GasA,Y,1728,0,1728,2,6,2,10,0,576,Normal,142600
NAmes,1Story,6,1959,1959,GasA,Y,864,0,864,1,2,1,4,0,288,Abnorml,120000
Timber,2Story,7,2009,2009,GasA,Y,846,846,1692,2,3,1,6,0,650,Partial,224500
Gilbert,SLvl,7,2000,2000,GasA,Y,774,656,1430,2,3,1,8,1,400,Normal,170000
NAmes,SLvl,5,1971,2005,GasA,Y,576,533,1109,1,3,1,5,0,288,Normal,139000
NAmes,1.5Fin,5,1947,1950,GasA,Y,832,384,1216,1,2,1,6,0,336,Abnorml,118500
SWISU,1.5Fin,7,1928,1950,GasA,Y,877,600,1477,2,3,1,6,1,216,Normal,145000
Sawyer,SLvl,5,1966,1966,GasA,Y,1320,0,1320,1,3,1,6,2,564,Abnorml,164500
Somerst,2Story,7,2007,2007,GasA,Y,703,689,1392,2,2,1,5,0,540,Abnorml,146000
OldTown,1.5Fin,5,1954,1954,GasA,N,1050,745,1795,2,4,1,7,0,352,Normal,131500
NAmes,1Story,6,1960,1987,GasA,Y,1429,0,1429,1,3,1,7,2,572,Normal,181900
NridgHt,1Story,8,2008,2009,GasA,Y,2042,0,2042,2,3,1,8,1,1390,Partial,253293
Edwards,SFoyer,6,1990,1990,GasA,Y,816,0,816,1,3,1,5,0,0,Normal,118500
OldTown,2.5Unf,10,1893,2000,GasA,Y,1521,1254,2775,3,3,1,9,1,880,Normal,325000
BrkSide,1.5Fin,4,1935,1995,GasA,Y,989,584,1573,1,3,1,6,0,240,Normal,133000
Timber,1Story,8,2005,2006,GasA,Y,2028,0,2028,2,2,1,7,2,880,Partial,369900
BrkSide,1Story,6,1918,2000,GasA,Y,838,0,838,1,2,1,5,0,275,Normal,130000
Sawyer,SFoyer,5,1982,1982,GasA,Y,860,0,860,1,2,1,4,0,528,Normal,137000
ClearCr,1Story,5,1968,2003,GasA,Y,1473,0,1473,1,1,1,5,2,452,Partial,143000
BrkSide,1Story,5,1930,1960,GasA,Y,779,0,935,1,2,1,4,0,308,Normal,79500
CollgCr,2Story,7,2004,2004,GasA,Y,770,812,1582,2,3,1,6,0,520,Normal,185900
NridgHt,2Story,10,2008,2008,GasA,Y,1728,568,2296,2,3,1,10,1,842,Normal,451950
Mitchel,1Story,5,1982,2003,GasA,Y,816,0,816,1,2,1,4,0,816,Normal,138000
CollgCr,1Story,6,2003,2003,GasA,Y,848,0,848,1,1,1,4,0,420,Normal,140000
CollgCr,1Story,5,1975,1975,GasA,Y,924,0,924,1,3,1,5,0,280,Normal,110000
StoneBr,1Story,8,2005,2006,GasA,Y,1826,0,1826,2,3,1,7,1,758,Partial,319000
OldTown,2Story,6,1910,1993,GasA,N,684,684,1368,1,3,1,7,0,216,Normal,114504
Blmngtn,1Story,7,2006,2007,GasA,Y,1402,0,1402,0,2,1,7,1,648,Partial,194201
Crawfor,1Story,5,1977,1977,GasA,Y,1647,0,1647,2,3,1,7,1,621,Normal,217500
Blueste,2Story,6,1980,1980,GasA,Y,716,840,1556,2,3,1,6,1,452,Normal,151000
NridgHt,2Story,8,2005,2005,GasA,Y,1058,846,1904,2,3,1,8,1,736,Normal,275000
IDOTRR,1.5Fin,6,1937,1950,GasA,Y,780,595,1375,1,3,1,6,1,544,Normal,141000
SawyerW,2Story,8,1992,1992,GasA,Y,927,988,1915,2,3,1,8,1,506,Abnorml,220000
Somerst,2Story,7,2004,2005,GasA,Y,600,600,1200,2,2,1,4,0,480,Normal,151000
CollgCr,1Story,7,2002,2002,GasA,Y,1494,0,1494,2,3,1,6,1,530,Normal,221000
NAmes,2Story,7,1965,1990,GasA,Y,1186,800,1986,2,3,1,7,3,486,Normal,205000
CollgCr,1Story,5,1996,1996,GasA,Y,1040,0,1040,1,3,1,6,0,576,Normal,152000
Edwards,2Story,5,1948,2002,GasA,Y,1112,896,2008,3,3,1,8,0,230,Normal,225000
Crawfor,2Story,8,1934,1998,GasA,Y,1940,1254,3194,2,4,1,10,2,380,Alloca,359100
Sawyer,1Story,4,1961,1961,GasA,Y,1029,0,1029,1,3,1,5,0,261,Normal,118500
CollgCr,2Story,9,2000,2000,GasA,Y,1476,677,2153,2,3,1,8,2,736,Normal,313000
NWAmes,SLvl,6,1978,1978,GasA,Y,1032,0,1032,2,3,1,6,1,564,Normal,148000
CollgCr,2Story,8,2001,2001,GasA,Y,1299,573,1872,2,3,1,7,1,531,Normal,261500
Mitchel,1Story,5,2007,2007,GasA,Y,1120,0,1120,1,3,1,6,0,0,Partial,147000
MeadowV,SFoyer,4,1972,1972,GasA,Y,630,0,630,1,1,1,3,0,0,Normal,75500
NAmes,SFoyer,6,1963,1963,GasA,Y,1054,0,1054,1,3,1,6,0,480,Abnorml,137500
Gilbert,2Story,6,2002,2003,GasA,Y,807,702,1509,2,3,1,7,1,393,Normal,183200
NAmes,1.5Unf,6,1954,1954,GasA,Y,832,0,832,1,2,1,4,0,528,Normal,105500
NridgHt,1Story,9,2007,2007,GasA,Y,1828,0,1828,2,3,1,9,1,774,Partial,314813
Timber,2Story,8,2003,2003,GasA,Y,1482,780,2262,2,4,1,10,2,749,Normal,305000
Edwards,1Story,3,1914,1950,GasA,N,864,0,864,1,2,1,5,0,0,Normal,67000
NWAmes,2Story,6,1974,1997,GasA,Y,1548,1066,2614,2,4,1,9,1,624,Normal,240000
Sawyer,1Story,5,1977,1977,GasA,Y,980,0,980,1,3,1,6,0,484,Normal,135000
Somerst,2Story,6,2000,2000,GasA,Y,756,756,1512,2,2,1,4,1,440,Normal,168500
NWAmes,2Story,6,1972,1972,GasA,Y,1012,778,1790,1,4,1,8,1,484,Normal,165150
NAmes,1Story,6,1962,1962,GasA,Y,1116,0,1116,1,3,1,5,0,440,Normal,160000
NAmes,1Story,5,1960,1978,GasA,Y,1422,0,1422,1,3,1,6,1,286,Normal,139900
NAmes,SLvl,6,1955,1972,GasA,Y,1520,0,1520,1,3,1,7,2,364,Normal,153000
NAmes,2Story,5,1969,1969,GasA,Y,1040,1040,2080,1,5,1,9,2,504,Family,135000
NAmes,SLvl,6,1964,1964,GasA,Y,1350,0,1350,1,3,1,6,0,520,Normal,168500
OldTown,2Story,5,1880,1991,GasA,Y,1089,661,1750,1,3,1,8,0,240,Abnorml,124000
NridgHt,1Story,8,2006,2006,GasA,Y,1554,0,1554,2,2,1,6,1,627,Normal,209500
NWAmes,1Story,7,1977,1977,GasA,Y,1411,0,1411,2,3,1,6,1,544,Family,82500
NAmes,1Story,5,1954,2005,GasA,Y,1056,0,1056,1,3,1,6,0,260,Normal,139400
OldTown,SFoyer,6,1980,1980,GasA,Y,1056,0,1056,0,0,2,4,0,576,Normal,144000
SWISU,2.5Fin,6,1914,1995,GasA,Y,1440,1440,3395,2,8,2,14,0,0,Abnorml,200000
BrkSide,1Story,2,1936,1950,Grav,N,800,0,800,1,1,1,4,1,0,Normal,60000
OldTown,1.5Fin,5,1954,1954,GasA,Y,811,576,1387,2,3,2,7,0,256,Normal,93000
Edwards,1Story,5,1910,1950,GasA,Y,796,0,796,1,2,1,4,0,0,Normal,85000
Blmngtn,1Story,8,2006,2006,GasA,Y,1567,0,1567,2,1,1,7,1,648,Partial,264561
NridgHt,1Story,8,2003,2004,GasA,Y,1518,0,1518,1,1,1,6,1,588,Normal,274000
Somerst,2Story,7,2001,2001,GasA,Y,1057,872,1929,2,3,1,7,1,650,Normal,226000
NAmes,SLvl,8,1972,1995,GasA,Y,2000,704,2704,2,4,1,9,3,538,Normal,345000
NWAmes,2Story,5,1969,1969,GasA,Y,780,840,1620,2,4,1,7,0,462,Normal,152000
Somerst,1Story,9,2009,2009,GasA,Y,1766,0,1766,2,2,1,7,1,478,Partial,370878
NAmes,1Story,6,1971,1971,GasA,Y,981,0,981,1,3,1,5,0,576,Normal,143250
NAmes,1Story,5,1950,1950,GasA,Y,1048,0,1048,1,3,1,7,0,420,Normal,98300
Edwards,1Story,6,1953,1953,GasA,Y,1094,0,1094,1,3,1,5,2,495,Normal,155000
NAmes,2Story,6,1966,1966,GasA,Y,1051,788,1839,1,4,1,7,1,442,Normal,155000
MeadowV,SFoyer,4,1970,1970,GasA,Y,630,0,630,1,1,1,3,0,0,Normal,84500
Somerst,2Story,7,2007,2007,GasA,Y,822,843,1665,2,3,1,7,0,562,Normal,205950
Edwards,2Story,4,1940,1950,GasA,Y,755,755,1510,1,4,1,7,1,296,Normal,108000
CollgCr,2Story,7,1996,1996,GasA,Y,909,807,1716,2,2,1,7,1,512,Normal,191000
IDOTRR,1.5Fin,6,1906,1995,GasA,Y,756,713,1469,1,3,1,7,0,216,Normal,135000
NoRidge,1Story,8,1995,1995,GasA,Y,2113,0,2113,2,2,1,7,1,839,Normal,350000
BrDale,2Story,6,1971,1971,GasA,Y,525,567,1092,1,3,1,6,0,264,Family,88000
NAmes,1Story,5,1959,2006,GasA,Y,1053,0,1053,1,3,1,5,0,312,Normal,145500
Crawfor,2Story,7,1931,2000,GasA,Y,851,651,1502,1,3,1,6,1,270,Normal,149000
NAmes,1.5Fin,6,1948,1950,GasA,Y,912,546,1458,1,3,1,6,1,330,Abnorml,97500
Edwards,1Story,5,1964,1999,GasA,Y,1486,0,1486,1,3,1,7,0,480,Normal,167000
NWAmes,2Story,7,1976,1976,GasA,Y,1142,793,1935,2,3,1,7,1,550,Normal,197900
NoRidge,2Story,8,1994,2005,GasA,Y,1686,762,2448,2,4,1,8,1,711,Normal,402000
NAmes,1Story,6,1968,1968,GasA,Y,1392,0,1392,1,2,1,5,2,576,Normal,110000
Edwards,SFoyer,4,1972,1972,GasA,Y,1181,0,1181,2,3,1,6,0,588,Normal,137500
Somerst,1Story,8,2005,2006,GasA,Y,2097,0,2097,1,1,1,8,1,1134,Partial,423000
Gilbert,2Story,8,2000,2000,GasA,Y,1454,482,1936,2,3,1,7,1,504,Normal,230500
NAmes,2Story,6,1965,1979,GasA,Y,1465,915,2380,2,3,1,7,1,596,Abnorml,129000
SawyerW,1Story,6,1994,1998,GasA,Y,1679,0,1679,2,3,1,7,1,575,Normal,193500
Sawyer,1Story,5,1956,1987,GasA,Y,1437,0,1437,1,3,1,6,1,576,Normal,168000
Crawfor,1Story,4,1922,1950,GasA,Y,1180,0,1180,1,2,1,5,1,252,Normal,137500
CollgCr,2Story,6,2005,2005,GasA,Y,738,738,1476,2,3,1,7,0,540,Normal,173500
Edwards,2Story,6,1925,1950,GasA,N,697,672,1369,2,3,1,6,0,300,Normal,103600
Veenker,1Story,6,1977,1977,GasA,Y,1208,0,1208,1,3,1,6,1,546,Normal,165000
Crawfor,1Story,6,1957,2004,GasA,Y,1839,0,1839,2,3,1,7,2,416,Normal,257500
NAmes,1Story,6,1965,1965,GasA,Y,1136,0,1136,1,3,1,5,1,384,Normal,140000
NPkVill,2Story,6,1978,1978,GasA,Y,855,586,1441,2,3,1,7,1,440,Normal,148500
OldTown,2Story,4,1900,1950,GasW,N,1095,679,1774,2,4,2,8,0,779,Normal,87000
OldTown,1Story,5,1924,2006,GasA,Y,792,0,792,1,2,1,5,0,240,Normal,109500
StoneBr,1Story,8,2008,2008,GasA,Y,2046,0,2046,2,3,1,7,1,834,Partial,372500
Sawyer,1Story,5,1961,1961,GasA,Y,988,0,988,1,3,1,5,0,572,Normal,128500
SawyerW,1Story,6,1980,1980,GasA,Y,923,0,923,2,2,1,5,1,264,Normal,143000
SWISU,1.5Fin,5,1932,2000,GasA,Y,848,672,1520,1,3,1,6,0,281,Abnorml,159434
ClearCr,1Story,6,1996,1997,GasA,Y,1291,0,1291,1,2,1,6,1,431,Normal,173000
CollgCr,1Story,9,2002,2002,GasA,Y,1668,0,1668,2,3,1,7,1,702,Normal,285000
NoRidge,2Story,7,1998,1998,GasA,Y,1195,644,1839,2,4,1,7,0,486,Normal,221000
StoneBr,2Story,7,1984,1984,GasA,Y,1190,900,2090,2,3,1,6,1,577,Normal,207500
Somerst,2Story,7,2007,2007,GasA,Y,874,887,1761,3,3,1,7,0,578,Partial,227875
Somerst,2Story,7,2004,2004,GasA,Y,551,551,1102,2,2,1,4,0,480,Normal,148800
StoneBr,1Story,8,2007,2007,GasA,Y,1419,0,1419,2,2,1,7,1,567,Partial,392000
NridgHt,1Story,6,2005,2006,GasA,Y,1362,0,1362,2,2,1,6,1,460,Normal,194700
CollgCr,1Story,6,2004,2004,GasA,Y,848,0,848,1,1,1,3,1,420,Normal,141000
NoRidge,2Story,10,1994,1995,GasA,Y,2444,1872,4316,3,4,1,10,2,832,Normal,755000
Timber,2Story,7,1989,1990,GasA,Y,1238,1281,2519,2,4,1,9,2,628,Normal,335000
OldTown,1Story,5,1921,1968,GasA,Y,1073,0,1073,1,2,1,4,0,326,Abnorml,108480
BrkSide,1.5Fin,5,1936,1950,GasA,Y,1067,472,1539,1,3,1,5,0,576,Normal,141500
Timber,1Story,6,1987,1987,GasA,Y,1137,0,1137,2,2,1,5,1,551,Normal,176000
BrkSide,1Story,5,1921,1950,GasA,Y,616,0,616,1,2,1,4,0,205,Normal,89000
Edwards,1Story,5,1952,1952,GasA,Y,1148,0,1148,1,2,1,6,0,308,Normal,123500
Sawyer,1Story,5,1965,2009,GasA,Y,894,0,894,1,3,1,5,1,336,Normal,138500
Somerst,1Story,7,2004,2004,GasA,Y,1391,0,1391,2,2,1,5,0,530,Normal,196000
Timber,1Story,8,2002,2002,GasA,Y,1800,0,1800,2,3,1,7,1,765,Normal,312500
NWAmes,1Story,7,1969,1969,GasA,Y,1164,0,1164,1,3,1,6,0,528,Normal,140000
StoneBr,2Story,8,2006,2006,GasA,Y,1264,1312,2576,2,4,1,10,1,666,Partial,361919
OldTown,2Story,5,1900,1996,GasA,Y,1032,780,1812,2,4,2,8,1,672,Normal,140000
CollgCr,1Story,7,2004,2005,GasA,Y,1484,0,1484,2,3,1,7,0,606,Normal,213000
IDOTRR,2Story,4,1930,1950,GasA,N,372,720,1092,2,3,2,7,0,0,Normal,55000
ClearCr,1Story,7,1971,2002,GasA,Y,1824,0,1824,2,2,1,5,2,739,Normal,302000
NridgHt,1Story,8,2006,2006,GasA,Y,1324,0,1324,2,2,1,6,1,550,Normal,254000
Gilbert,2Story,7,2007,2007,GasA,Y,728,728,1456,2,3,1,8,1,400,Partial,179540
Sawyer,1Story,5,1966,1966,GasA,Y,904,0,904,1,3,1,6,0,408,Abnorml,109900
BrkSide,1Story,3,1935,2003,GasA,Y,729,0,729,1,2,1,5,0,0,Normal,52000
IDOTRR,1.5Fin,4,1900,1950,GasA,Y,859,319,1178,1,2,1,7,0,384,Abnorml,102776
StoneBr,1Story,8,1988,1989,GasA,Y,1228,0,1228,2,2,1,5,1,472,Normal,189000
BrkSide,1Story,4,1970,1970,GasW,N,960,0,960,1,3,1,6,0,576,Normal,129000
Sawyer,2Story,6,1976,2005,GasA,Y,725,754,1479,2,3,1,6,0,475,Normal,130500
NWAmes,1Story,6,1974,1974,GasA,Y,1350,0,1350,2,3,1,7,1,478,Normal,165000
OldTown,2Story,7,1890,1998,GasA,Y,1576,978,2554,1,3,1,8,0,704,Normal,159500
NWAmes,1Story,5,1973,2000,GasA,Y,1178,0,1178,1,3,1,5,1,439,Normal,157000
NoRidge,2Story,7,1993,1994,GasA,Y,1325,1093,2418,2,3,1,9,1,983,Normal,341000
CollgCr,1Story,5,1969,1969,GasA,Y,971,0,971,1,3,1,5,1,300,Normal,128500
StoneBr,1Story,8,1985,1985,GasA,Y,1742,0,1742,2,2,1,5,1,564,Normal,275000
CollgCr,1Story,6,2004,2004,GasA,Y,848,0,848,1,1,1,3,0,420,Normal,143000
NAmes,1Story,4,1970,1970,GasA,Y,864,0,864,1,3,1,5,0,463,Normal,124500
Edwards,1.5Fin,4,1954,1972,GasA,Y,997,473,1470,2,4,1,7,0,548,Normal,135000
Edwards,1Story,9,2007,2008,GasA,Y,1698,0,1698,2,3,1,8,1,768,Normal,320000
NAmes,1Story,4,1970,1970,GasA,Y,864,0,864,1,3,1,5,0,660,Normal,120500
Crawfor,1Story,6,1988,2007,GasA,Y,1680,0,1680,2,3,1,5,1,540,Normal,222000
CollgCr,1Story,7,2007,2007,GasA,Y,1232,0,1232,2,2,1,6,0,632,Normal,194500
NAmes,1Story,5,1958,1958,GasA,Y,1776,0,1776,2,4,2,9,0,888,Abnorml,110000
IDOTRR,1.5Fin,4,1925,1950,GasA,Y,848,0,1208,1,2,1,5,0,539,Normal,103000
StoneBr,1Story,8,1995,1996,GasA,Y,1616,0,1616,2,2,1,5,1,608,Normal,236500
Timber,SLvl,7,2003,2003,GasA,Y,1146,0,1146,2,3,1,6,1,438,Normal,187500
CollgCr,2Story,7,1998,1999,GasA,Y,1153,878,2031,2,3,1,8,1,541,Normal,222500
Sawyer,1Story,5,1961,1983,GasA,Y,1144,0,1144,1,3,1,6,1,264,Normal,131400
Sawyer,1Story,5,1968,1968,GasA,Y,948,0,948,1,3,1,6,0,300,Family,108000
OldTown,2.5Unf,7,1914,1970,GasW,N,880,888,1768,1,2,1,6,2,320,Normal,163000
NAmes,1Story,3,1950,1950,GasA,N,1040,0,1040,2,2,2,6,0,400,Normal,93500
Gilbert,2Story,8,2005,2005,GasA,Y,901,900,1801,2,3,1,8,1,800,Normal,239900
Edwards,1Story,5,1987,1988,GasA,Y,1200,0,1200,3,3,1,5,0,0,Alloca,179000
CollgCr,2Story,7,2004,2004,GasA,Y,864,864,1728,2,3,1,7,0,572,Normal,190000
OldTown,2Story,5,1910,2002,GasA,Y,768,664,1432,2,2,1,7,0,360,Abnorml,132000
Sawyer,1Story,6,1961,1996,GasA,Y,912,0,912,1,3,1,5,0,288,Normal,142000
SawyerW,1Story,7,2000,2001,GasA,Y,1349,0,1349,2,3,1,6,0,539,Normal,179000
Sawyer,SLvl,5,1963,1999,GasA,Y,1464,0,1464,2,3,1,6,1,480,Normal,175000
StoneBr,1Story,8,1993,1993,GasA,Y,1337,0,1337,2,2,1,5,1,462,Normal,180000
NWAmes,2Story,8,1976,1996,GasA,Y,1175,1540,2715,3,4,1,11,2,831,Normal,299800
Gilbert,2Story,7,2000,2000,GasA,Y,980,1276,2256,2,4,1,8,1,554,Normal,236000
OldTown,2Story,7,1880,2003,GasW,N,1320,1320,2640,1,4,1,8,1,864,Normal,265979
NoRidge,1Story,7,1996,1996,GasA,Y,1720,0,1720,2,3,1,7,1,527,Normal,260400
Edwards,1.5Fin,4,1945,1950,Wall,N,1088,441,1529,2,4,1,9,0,240,Normal,98000
OldTown,1.5Fin,4,1910,2004,GasA,Y,792,348,1140,1,3,1,7,0,0,Normal,96500
Gilbert,2Story,7,2003,2003,GasA,Y,660,660,1320,2,3,1,6,0,400,Normal,162000
CollgCr,1Story,6,1997,1997,GasA,Y,1494,0,1494,2,3,1,6,0,576,Normal,217000
NridgHt,2Story,8,2005,2005,GasA,Y,1038,1060,2098,2,3,1,8,1,878,Normal,275500
NAmes,1Story,6,1969,2005,GasA,Y,1026,0,1026,1,3,1,5,0,440,Normal,156000
Somerst,2Story,6,1999,1999,GasA,Y,742,729,1471,2,3,1,6,0,440,Normal,172500
CollgCr,2Story,8,2007,2007,GasA,Y,866,902,1768,2,3,1,7,0,578,Normal,212000
Sawyer,2Story,6,1978,1978,GasA,Y,672,714,1386,2,3,1,6,1,440,Abnorml,158900
Somerst,2Story,7,1999,1999,GasA,Y,757,744,1501,2,3,1,6,0,440,Normal,179400
NoRidge,2Story,8,1995,1995,GasA,Y,1328,1203,2531,2,4,1,9,1,752,Normal,290000
NAmes,1Story,6,1959,1959,GasA,Y,864,0,864,1,2,1,5,0,300,Normal,127500
BrkSide,1Story,5,1924,1950,GasA,Y,1301,0,1301,1,2,1,5,0,440,Normal,100000
Somerst,2Story,7,2009,2009,GasA,Y,764,783,1547,2,3,1,7,0,614,Normal,215200
NoRidge,2Story,8,1999,1999,GasA,Y,1268,1097,2365,2,3,1,8,1,856,Normal,337000
Veenker,1Story,8,1995,1996,GasA,Y,1494,0,1494,1,2,1,6,1,481,Normal,270000
Somerst,1Story,9,2008,2008,GasA,Y,1506,0,1506,2,2,1,6,1,592,Partial,264132
NWAmes,2Story,7,1988,1988,GasA,Y,980,734,1714,2,3,1,7,1,496,Normal,196500
Mitchel,1.5Fin,6,1940,1985,GasA,Y,983,767,1750,2,4,1,7,0,423,Normal,160000
CollgCr,1Story,7,2004,2005,GasA,Y,1836,0,1836,2,3,1,8,1,484,Normal,216837
StoneBr,2Story,8,2003,2003,GasA,Y,1690,1589,3279,3,4,1,12,1,841,Normal,538000
Sawyer,SFoyer,5,1982,1982,GasA,Y,858,0,858,1,2,1,5,0,576,Normal,134900
Edwards,1Story,4,1951,1951,GasA,Y,1220,0,1220,1,2,1,6,0,396,Normal,102000
Edwards,SLvl,6,1976,1976,GasA,Y,1117,0,1117,1,3,1,6,1,672,Abnorml,107000
NAmes,1Story,5,1958,1958,GasA,Y,912,0,912,1,2,1,5,0,275,Normal,114500
NridgHt,1Story,8,2006,2006,GasA,Y,1973,0,1973,2,3,1,9,1,895,Partial,395000
Mitchel,1Story,6,1998,1998,GasA,Y,1204,0,1204,2,2,1,5,0,412,Normal,162000
CollgCr,1Story,7,2005,2006,GasA,Y,1614,0,1614,2,3,1,7,0,865,Partial,221500
Sawyer,1Story,5,1974,1974,GasA,Y,894,0,894,1,3,1,5,1,440,Normal,142500
SawyerW,1Story,5,1977,1977,GasA,Y,2020,0,2020,2,4,2,10,2,630,Normal,144000
Mitchel,SFoyer,6,1977,1977,GasA,Y,1004,0,1004,1,2,1,4,0,504,Normal,135000
Gilbert,1Story,7,1995,1996,GasA,Y,1253,0,1253,2,3,1,6,1,402,Normal,176000
SawyerW,2Story,6,1992,1992,GasA,Y,810,793,1603,2,3,1,7,0,484,Normal,175900
CollgCr,1Story,7,2001,2002,GasA,Y,1430,0,1430,2,3,1,6,0,605,Normal,187100
Mitchel,SFoyer,5,1978,1978,GasA,Y,1110,0,1110,1,1,1,4,1,602,Normal,165500
OldTown,2.5Unf,6,1914,2001,GasA,Y,742,742,1484,2,3,1,9,1,0,Normal,128000
NWAmes,1Story,6,1967,1967,GasA,Y,1342,0,1342,2,3,1,7,1,457,Normal,161500
OldTown,1.5Fin,5,1915,1950,GasA,Y,966,686,1652,2,4,1,7,0,416,Normal,139000
SawyerW,2Story,7,2004,2004,GasA,Y,956,1128,2084,2,4,1,8,0,618,Normal,233000
OldTown,1Story,4,1954,2000,GasA,Y,901,0,901,1,2,1,4,0,281,Normal,107900
ClearCr,2Story,6,1966,2007,GasA,Y,976,1111,2087,2,5,1,9,0,444,Normal,187500
Blmngtn,1Story,7,2005,2006,GasA,Y,1145,0,1145,2,2,1,5,1,397,Normal,160200
Mitchel,SLvl,6,1976,1976,GasA,Y,1062,0,1062,1,3,1,5,2,539,Normal,146800
NoRidge,2Story,7,1996,1997,GasA,Y,1127,886,2013,2,3,1,8,1,455,Normal,269790
Somerst,1Story,8,2007,2007,GasA,Y,1496,0,1496,2,3,1,7,0,474,Partial,225000
Gilbert,2Story,7,1994,1996,GasA,Y,1086,809,1895,2,3,1,7,1,409,Normal,194500
SawyerW,2Story,6,1980,1981,GasA,Y,888,676,1564,2,3,1,7,1,476,Normal,171000
Sawyer,1Story,6,1977,1977,GasA,Y,1285,0,1285,1,3,1,7,1,528,Normal,143500
NAmes,1Story,5,1953,1953,GasA,Y,773,0,773,1,2,1,4,0,240,Abnorml,110000
NridgHt,2Story,9,2008,2009,GasA,Y,1966,1174,3140,3,4,1,11,2,820,Partial,485000
SWISU,1.5Fin,5,1937,1950,GasA,Y,981,787,1768,1,3,1,7,2,240,Normal,175000
ClearCr,2Story,6,1997,1997,GasA,Y,616,1072,1688,2,4,1,8,0,603,Normal,200000
